teks,jenis
"Setiap pagi ……Kau kayuh sepeda tua mu 
 Tak kenal lelah dan letih 
 Tak perduli panas dan hujan 
 Demi pengabdian mu pada ibu pertiwi 
 Pengabdian mu……Begitu luas tak terbatas 
 Membuka jendela mata ku 
 Akan apa itu dunia 
 Pengorbanan mu begitu besar 
 Demi diriku 
 Yang haus akan pengetahuan 
 Dan kemajuan dunia global 
 Jangan pernah berhenti 
 Dan terus berdiri 
 Mengabulkan cita – cita bangsa 
 Mencerdaskan anak bangsa 
 --------------- By :Lintang Rofiatus Sholihah Kls : X-1 SMA N 1 TANJUNG JABUNG TIMUR JAMBI 
  
 ",puisi
Makan lepas solat zohor \n Minum air dari labu \n Nama Shafie kekal masyhur \n Bimbingan awal dari ibu \n ,pantun
"Air jeruk dalam kulkas, \n makan roti dengan keju. \n Niatlah belajar dengan ikhlas, \n hanya Allah yang dituju. \n ",pantun
"Ketika Tuhan memberikan satu kebahagiaan untukku 
 Seketika, aku ingat padamu, wahai sayang 
 Karena aku bukan laki-laki egois dan tak peduli 
 Maka aku memilih memberikan kebahagiaan itu untukmu 
  
 Tuhan tahu, bila aku juga butuh kebahagiaan 
 Tapi aku sadar bahwa kebahagiaanmu lebih penting bagiku 
 Mungkin kamu tak bisa membayangkan menjadi diriku 
 Tidak mendengar bahwa hatiku telah berikrar kepada Tuhan untuk menjagamu selamanya 
  
 Aku ingin selalu bersama wanita yang peduli 
 Yang bisa memahami bagaimanapun perasaanku 
 Yang sedia dan rela berdua ketika suka dan duka 
 Yang bisa membuat hati ini tertawa dan bahagia 
 Dan bahagianya menjadi kebahagiaanku pula 
 Wanita itu adalah Dirimu. 
  
 ",puisi
Kalau tuan pergi ke Tanjung \n Kirim saya sehelai baju \n Kalau tuan menjadi burung \n Sahaya menjadi ranting kayu. \n ,pantun
Kadang salah kadang benar \n Kadang terang kadang bunar \n Rajinlah belajar \n Agar kamu menjadi pintar \n ,pantun
Anak tani mengutip lokan \n Lokan dikutip untuk dimakan \n Sayang anak tangan-tangankan \n Sayang isteri tinggal-tinggalkan \n ,pantun
"Kau mempunyai pancaran mata yang indah... 
 Senyummu yang manis menawan... 
 Wajahmu yang elok tuk di pandang.. 
 Sampai ku tak sempat untuk melupakannya... 
 Tutur katamu yang mudah di fahami.. 
 Makin membuatku jatuh hati... 
 Kau selalu ada untuk ku... 
 Tak pernah mengeluh kepadaku... 
 Karna kau sangat mencintaiku... 
 Tak ingin membebani diriku.. 
 Kasih sayang mu melebihi orang tua ku.. 
 Cintamu yang tulus untuk ku mengalir seperti derasnya air mengalir... 
 Kau yang terindah.. 
 Kau yang teristimewa.. 
 Walau raga tak bisa bertemu... 
 Tapi cinta dan ketulusan mu selalu untuk ku... 
 Kau mencintai ku tak punya batas waktu.. 
 Aku selalu bahagia jika bersama mu.. 
 Walau jarak memisahkan tapi cinta mu tak pernah pudar untuk ku..I LOVE YOU SO MUCH.. 
  
 ",puisi
Pakai baju ukurannya pas \n Baju biru pemberian mertua \n Jangan lupa belajar dengan ikhlas \n Agar kelak mendapat ridho_Nya \n ,pantun
Terang bulan terang Cahaya \n Cahaya memancar ke Tanjung Jati \n Jika kau ingin hidup bahagia \n Beramal ibadah sebelum mati \n ,pantun
Ada hiburan kuda kepang \n Penarinya sedang bergoyang \n Ayo kita ke tanah lapang \n Untuk bermain layang-layang \n ,pantun
"Gelap menerkam senja.. 
 satu persatu lampu jalanan berkelip genit 
 Aku mulai terjerembab dalam pekat 
 Dalam kerinduan panjang 
 Dalam ketidak mengertian 
 Dalam berbagai asa Aku.... 
 termangu sendu 
 Sayang..... 
 tidakkah kau lihat seuntai rindu ini 
 segenggam keinginanmengukir kesendirian 
 lihatlah yang......lihat! 
 betapa sebelah sayap ini rapuh tanpa hadirmu 
 tanpa kecupan kecil dibalik nafasmutanpa tatap penuh cintamutanpa pelukan hangat jemarimu 
 tanpa apapun yang membuatku indah mencintaimu. 
 Kemarilah yang.... 
 tetaplah bersamaku,mencintaiku 
 tetaplah buat utuh kedua sayapkuagar aku.... 
 tetap terbangmendampingi setiap nafasmu. 
  
 ",puisi
"Suatu ketika aku memikirkan mukau pun hadir dengan sejuta keindahanyang selalu ada di dalam kesendirian ku 
 Raut wajah mukini sekaku terlintas dalam bayang kuWalau.. 
 Kau tak selalu ada disamping ku 
 Hanya dengan mendengar suaramu lah 
 Aku dapat tersenyum kembali 
  
 ",puisi
Air laut sedang pasang \n Air bisa membuat genangan \n Ikan bernapas dengan insang \n Paus bernapas dengan ? \n ( Jawabannya : Dengan izin Allah ) \n ,pantun
Burung Glatik \n Lagi hinggap di batu. . . \n Kamu memang cantik \n Tapi kok badannya bau \n ,pantun
Kalau ranting sudah bertangkai \n Janganlah dililit-lilit juga \n Kalau berunding sudah selesai \n Jangan diungkit-ungkit juga \n ,pantun
Hari minggu pergi berburu \n Berburu rusa bersama teman \n Anak baik hormati guru \n Itu namanya murid budiman \n ,pantun
"Aku melangkah tak tentu arah 
 Tujuan tak jelas 
 Tatapan mata dunia menggilas 
 Saat jalan cerita dongeng tak dapat dilalui 
 Hanya ada kepastian yang dapat kugapai 
  
 Sadar bahwa diriku banyak pilu 
 Seakan semua ingin menerjangku 
 Posisi kian morat marit 
 Kegalauan yang mungkin menghampiri 
  
 Satu proses yang nanti akan datang 
 dan yang mungkin terjadi akan terjadi 
 Aku tak mau berharap banyak lagi 
 yang datang hanyalah kekecewaan 
  
 Disitu aku berpikir 
 Satu makna yang dapat bisa mengubahku 
 Terkadang aku tak tahu diriku 
 Tetapi aku harus berdiri melawan semua itu 
  
 ",puisi
"Dari tempat yang tak pernah menyentuh matahari 
 Aku merindukannya 
 Segaris pandang mencuathanya membasuh dinding yang gemetarnafas tergeletak di dipan kamar 
 Cinta 
 aku ingin menulismu dengan getah 
 Mengabarkan penat pada tanah terdalam 
 Gugusan tubuh 
 adakah ia punya rumah 
 yang menjaga dari tebaran angin 
 Andai ada 
 ku ingin membaur deburmenghancurkan yang lumpuhdan tertidurBMT, after hours 
  
 ",puisi
Sangat laku jualan jamu \n Jualnya ke tanah seberang \n Saat aku melihat dirimu \n Dunia rasanya terang benderang \n ,pantun
Dua Mei hari pendidikan \n Hari lahir Ki Hajar Dewantara \n Jika orang tidak berpendidikan \n Seumur hidup bakal sengsara \n ,pantun
"Seandainya Besok Aku Mati 
 Oleh NN 
  
 Seandainya besok aku mati 
 Seandainya besok aku tak bisa lagi menggenggam tanganmu 
 Seandainya besok aku tak bisa lagi memeluk tubuhmu 
 Seandainya besok aku tak bisa lagi membahagiakanmu 
 Akan ku ceritakan semua keburukan kusembunyikan 
 Akan ku bongkar seluruh aib yang kusimpan 
 Akan ku buka segala dosaku yang kurahasiakan 
 Akan ku buat kau membenciku 
 Agar saat aku mati besok 
 Kau takkan kehilanganku 
 Kau takkan merindukanku 
 Dan kau takkan menangis untuk................ 
  
 ",puisi
"Oleh Yeni Friyani (yuki) 
  
 Waktu kecil pertanyaan itu bermunculan di benakku 
 Ketika saat itu ku melihat ada yang berbeda 
 Aku tidak sama seperti anak-anak seusiaku 
 Aku terlahir tanpa sosok penuh wibawa 
 Aku tak pernah mengenal sosok tampan nan gagah 
 Dimanakah dia yang ku cari ? 
 Rahasia apa yang tersembunyi di tabir hidupku ? 
 Aku tercipta hanya untuk pelita hidupku 
 Tanpa perlu lagi ku mengenal sang pelindung 
 Aku tak tahu sosok seorang ayah 
 Mengapa lentera hidupku hanya pasrah ? 
 Apa yang sebenarnya terjadi ? 
 Kenapa ayah pergi sebelum aku sempat melihat ? 
 Sebelum sempat memori otakku merekam semuanya 
 Apa salah aku ? 
 Mungkinkah salah wanita yang telah mengandungku 9 bulan ? 
 Cobalah kau dengar setiap naluriku, ayah 
 Ceritakan padaku 
 Kembalilah datanglah, ayah 
 Dimanakah engkau berlindung ?aku buta akan keberadaanmu 
 Dimanakah engkau, ayahku ? 
 Pencarianku akan sia-sia 
 Jikalau engkau takkan pernah kembali 
  
 ",puisi
"Hari minggu mancing di kali, \n di pinggiran melihat buaya. \n Hidup di dunia hanya sekali, \n maka jalani dengan sebaik-baiknya. \n ",pantun
Rumahmu dari kayu \n Atapnya dari jerami \n Rupamu sungguh ayu \n Tapi sayang jarang mandi \n ,pantun
"Aku selalu sabar menghadapi kamu. 
 Tapi balasanya seperti ini. 
 Mereka tak bisa menghargai ku. 
 Menghargai kesabaran dan ketulusan ku. 
 Mereka anggap aku seperti sampah 
 Dilihat 
 di diamkan lalu di buang 
 Sejelek itukah aku di matanya. 
 Seburuk itulah aku di matanya. 
  
 ",puisi
"Bila dengan bersabar bisa buatmu tersenyum 
 Akan aku lakukan 
 Bila dengan mengalah mampu buatmu bahagia 
 Akan aku korbankan 
 Tanpa kau tau perasaanku sesungguhnya 
 Tanpa kau tau isi hatiku sebenarnya 
 Ku rela menahan rasa sakitku 
 Ku rela menahan keinginanku 
 Karna prioritasku bukan kepentinganku 
 Melainkan kebahagiaanmu 
  
 ",puisi
"Sayang,, 
 Ijinkan aku tetap bersamamu, 
 Menjaga indahnya cintamuCinta,, 
 Ijinkan aku tuk tetap bertahan untukmu 
 Menghiasi setiap kilauan kasih sayang 
 Aku akan tetap ada untumu 
 Aku akan tetap disini 
 Walaupun aku tau 
 ragaku takkan selamanya ada 
 Tapi Cinta ini akan membuat hatiku tetap hidup demi kamu 
 Ketahuilah cintaku kan sempurna 
 Sesempurna bintang menghiasi sang malam 
 Sesempurna taman dengan bunga dan kumbangnya 
 Sampai kapanpun kau ku jagaI Love you my one love 
  
 ",puisi
"Jalan-jalan ke kota paris., \n Banyak rumah berbaris-baris., \n Biar mati diujung keris., \n Asal dapat dinda yang manis. \n ",pantun
"Maaf aku harus berjaga lagi 
 Aku merindukkan kesendirian lagi 
 Bercerita pada diriku lagi 
 Tentangsemua janji yang tak bisa aku penuhi lagi 
 Bila kau membaca ini 
 Jangan tanya kenapa..??? 
 Tak semua tanya ada jawabnya 
 Dan maaf bila diamku 
 Tak membuatmu mengerti 
 Ya 
 aku yang membuat ini 
 Dalam kotak segi empat 
 Diterangi sedikit cahya bulan 
 Dan beratapkan awan kelam...... 
  
 ",puisi
"Gagang golok,,gagang cangkul.., \n Gagang cangkul juga gagang celurit.., \n Ga bisa nyolok katanya tumpul.., \n Biarpun tumpul tetep hasilnya buncit.? \n ",pantun
"Terkenang kembali saat gemilang, \n Sahutan Merdeka !! berulang kali, \n Impian seluruh rakyat terjulang, \n Senyum di muka, Gembira di hati \n ",pantun
"Air cuka bercampur pasta, \n terkena mata jadi terluka. \n Jangan suka berkata dusta, \n Kalau tak ingin masuk neraka \n ",pantun
Menanam kelapa di Pulau Bukum \n Tinggi sedepa sudah berbuah \n Adat bermula dengan hukum \n Hukum bersandar di Kitab Allah \n ,pantun
Tanam padi di tengah sawah \n Sawah subur hasil melimpah \n Pagi hari ke sekolah \n Sore hari ke madrasah \n ,pantun
"Selalu ada waktu untuk kita 
 Selalu ada cara untuk kita 
 Selalu ada harapan untuk kita 
  
 Namun… 
 Adakah waktu untuk teman kita? 
 Adakah cara agar bisa kembali bersama mereka? 
 Adakah keinginan kita sejalan dengan pemikiran mereka? 
  
 Pasti ada segala saat kita bersama 
 Pasti ada cerita di dalam canda tawa 
 Pasti ada sejarah dalam suka dan duka 
  
 Tak perlu mengabaikan yang ada di hadapan kita 
 Tak usah meremehkan yang tak kita punya 
 Tak perlu iri tentang yang mereka raih 
  
 Kita hanya perlu mencipta hal berbeda dari mereka 
 Kita hanya perlu mengubah dunia dengan persahabatan kita 
 Untukmu aku ada dan selalu disini 
  
 Meski waktu tak lagi bersama dan memihak kita 
 Meski cerita telah berbeda arah dan tujuan 
 Tapi kita tetap satu selamanya 
 Karena kita sahabat selamanya…. 
  
 ",puisi
"Warna dunia, perlahan kelam kelabu 
 Tanpa gemintang, 
 Tanpa kerlip berbintang 
 Kemana terik terang mentari 
 Seakan membias tanpa permisi 
 Memang kelam 
 tak selalu menyisa kelabu 
 Bak sinar malam, dengan fajar yang sigap setia menunggu 
 Apakah nanti, atau sesaat ini 
 Harap sesegera cahaya menerang dunia 
 Sebegitu sangat kelam bertegak 
 Sesegera berganti sinar benderang 
 Kerlip hati 
 redup redam perlahan 
 Menunggu ajaib 
 biasan sinar cekatan 
 Meronakan hidup 
 penuh kegemilangan 
 Namun apalah daya 
 biasan sinar 
 Belum sedia siap di hadapan 
 Tetapkan jiwa 
 dalam kuat tergenggam 
 Biarkan hati dalam tenang 
 Berharaplah hilang kelam 
 berganti benderang 
 Berharap kelam berganti 
 terganti terang.Jakarta 
 Tepi malam September 
  
 ",puisi
"Waktu yang telah berlalu sebagai bukti tanda kesetiaan ku untukmu... 
 Aku selalu mencoba melangkah, meski dalam setiap langkah 
 ku tak mampu membuat 
 ku bahagia. .. 
 Disini 
 aku akan tetap menggengam 1'janji yg pernah kau ukir dalam hidup 
 ku, 
 dan berharap waktu mampu mengijinkan aku bahagia seperti janji kita. .. 
 Tapi kini,, semua harapan dan inginku telah hancur saat ku melihat kau membawa hati lain dalam hidupmu.. 
 Tak pernah kah kau mengerti. .. 
 Begitu berartinya hidupmu untuk ku. .. 
 Tak mampu kah kau pahami. .. 
 Jika aku terlalu mencintaimu. .. 
 Sungguh,, aku ingin bertanya pada hatimu. .. 
 Mengapa kau lakukan ini disaat aku terlalu berharap padamu. .. 
 Kau membuatku tak mampu mencintai yg lain selain cintamu... 
 Caramu terlalu indach untuk aku terima. .. 
 Aku tak pernah menyesal dengan keadaan ini. .. 
 Namun aku menyesal karena waktu begitu cepat memisahkan kau dan aku. .. 
 Hancur.. 
 Mungkin hnya itu yang mampu aku ungkapkan, disaat aku harus menerima penghianatan ciinta... . 
 Dan kini. .. 
 Aku yang akan pergi,, kan ku terima luka ini. .. 
 Dengan senyuman. .. 
 Aku akan terus berjalan hingga ku tak mampu melawan waktu. .. 
  
 ",puisi
Redup bulan nampak akan hujan \n Pasang pelita sampai berjelaga \n Hidup mati di tangan Tuhan \n Tiada siapa dapat menduga \n ,pantun
"Terlukis cinta diatas kehidupan 
 Tergores darah dilembaran awan 
 Tergambar damai di angkasa 
 Terhembus harapan di tanah Indonesia 
  
 Perjuangan memetik kebebasan 
 Perjuangan memetik kebahagiaan 
 Pertempuran merebutkan tanah 
 Pertempuran untuk indonesia 
  
 Perjuangan yang belum bisa kita hargai 
 Belum bisa kita cintai 
 Mereka yang rela mati 
 Demi tanah air ini 
  
 Perang bukan lagi untuk membebaskan 
 Perang bukan lagi untuk merdeka 
 Perjuangan bukan lagi untuk negara 
 Bukan juga untuk Indonesia 
  
 Namun pada era ini 
 Era dimana para petinggi 
 Hanya mementingkan diri sendiri 
 Dengan korupsi yang tersusun rapi 
  
 Era dimana yang kaya menindas yang miskin 
 Yang jujur ditindas oleh yang licilk 
 Yang berjuang dengan keringat sendiri 
 Dihempas oleh yang suka korupsi 
  
 Negeri yang masih butuh pemimpin 
 Pemimpin penumpas kebatilan ini 
 Ketidak adilan ini 
 Kesengsaraan ini 
  
 Pemimpin yang bertanggung jawab atas keputusannya 
 Berani menjadi rakyat untuk membela rakyat nya 
 Berani berperang demi negara 
 Berani maju untuk kebenaran 
  
 Harapan yang beum didapat 
 Harapan yang terus terbang di angan kita 
 Di langit Indonesia 
 Tertuliskan harapan 
  
 ____ 
 Publish : 09/03/2016 21:58:49 
  
 ",puisi
"Senja itu masih sama 
 Sore itu tak jauh berbeda 
 Rona lembayung senja pun tetap indah 
 Desir angin juga tetap lembut membelai rambut indahtiap orang yang menikmati senja disana 
 Hanya saja ... 
 ada yang berbeda disini ...... 
 ada yang hilang disini ...... 
 ada yang tak ada disini ..... 
 Tak ada kau lagi ... 
 tak ada kau menemaniku menatap indahnya senja disanatak ada kau lagi bersamaku melalui sore yang damai initak ada kau lagi diantara desir angin yang membelaikutak ada kau lagi...... 
 Tapi .... 
 Tetap ada rangkaian do'a untukmu .... 
 Tetap ada untaian kata indah untukmu .... 
 dan ..... 
 akan tetap ada namamu disinididalam satu ruang... 
 jauh didasar hatiku 
  
 ",puisi
"Sayang.. 
 Ku ucapkan trimakasih 
 Segala yg pernah kau beri 
 Segala engkau lakukan selama ini 
  
 Terimakasih... 
 Kau luruskan jalanku 
 Kau ceritakan pahit getirnya kehidupan 
 Dan rencana hidup bersama kelak 
  
 Terimakasih... 
 Kau berikan sebuah kenangan 
 Yang sangat berarti dan berharga bagiku 
 Bertambah sudah kini rasa cintaku kepadamu.. 
  
 ",puisi
Hari rabu memetik salak \n Buahnya segar hilang dahaga \n Hormati Ibu juga Bapak \n Agar kelak masuk surga \n ,pantun
"Seorang anak 
 Duduk bersedekap 
 Di pojok warung makan 
 Melihat dan terus mengamati 
  
 Orang penuh lalu lalang 
 Memegangi perutnya 
 Tanpa melihat sekeliling 
  
 Kawan,, 
 Inilah sebuah realita 
 Realita akan kehidupan 
  
 Orang boleh berkata apa dan mengapa 
 Namun jawaban dari pertanyaan ini adalah 
 Bagaimana. 
  
 ",puisi
"Darimulah ku temukan arti sebuah persahabatan 
 Engkau hadir temani hari-hariku 
 Saat sedih maupun bahagia 
 Lalui hari bersamamu 
 Ingatlah kala itu sahabat 
 Aku bercanda tawa bersamamu 
 Namun apa kebersamaan ini terus berjalan? 
 Akankah kita kan selalu bersama? 
 Persahabatan kala bersamamukan selalu tersimpan di benakku 
 Namun kini aku dan dirimu terpisah oleh waktu 
 Janji yang pernah kita ucapkan di masa lalukan terus teringat dalam ingatanku 
 Ingatlah wahai sahabat ku selalu mengenangmu 
 Tentang semua kebersamaan itu 
 Andai kau tahu sahabat harapanku tuk tetap bersamamu 
 Namun semuanya tlah jadi kenangan terindah bagiku sahabat 
  
 ",puisi
"Setiap manusia punya masa lalu kan? 
 Setiap manusia juga pernah salah kan? 
 Lalu kenapa saya harus tetap good image? 
  
 Andai saya sebatang kara 
 Andai darah biru juga bukan saya 
 Apalah arti berpura-pura? 
 Semua atas nama keluarga 
  
 Tuhan mungkin telah baik 
 Telah menjaga nama baik ku 
 Tapi aku tak tahan harus munafik 
 Semua adalah kekurangan ku 
  
 Tidak.. 
 Aku tidak berniat kembali 
 Tidak juga masa lalu ku gali 
 Ataupun ku sesali 
  
 Hanya saja.. 
 Aku ingin menjadi diri ku 
 Dengan segala kekuranganku 
  
 ",puisi
Beribu-ribu kain batik \n Hanya satu yang tertimpa pena \n Beribu-ribu gadis cantik \n Cuma dirimu yang mempesona \n ,pantun
Jangan senang memfitnah orang \n Orang benci Tuhan pun murka \n Jangan senang melalaikan sembahyang \n Jika mati masuk neraka \n ,pantun
Kursi kuat dari kayu jati \n Membelinya di sukarame \n Jika kau permpuan sejati \n Alis - alis apa yang bikin rame ? \n ( Jawabannya : Alisan ibu - ibu ) \n ,pantun
Kitab Shafie berjudul Risalah \n Ada terjemahan ke bahasa Melayu \n Kuat hubungan dengan Allah \n Ibu yang ikut wahyu \n ,pantun
"Beribu karang melantai, tercecer di tapak-tapak jelajah kita 
 Terseok jatuh, tersandung pincang 
 Dan… Bangkit lagi 
 Beribu warna cuaca, memayungi semangat kita 
 Hujan membadai, terik memanggang Dan…Niat tak lunturkan, tak pudarkan lurus hati 
 Tentang hidup jangan ditantang 
 Dialah cerita yang tiada akhir 
 Karena dia adalah awal dari akhir Tengadah ke atas, di bawah memberi, walau sekadar senyum sederhana 
 Senyum si buta, sapa si tuli, salam si bisu Adalah penoreh ketulusan putih hati dari Ilahi 
 Kita, Adalah titipan, awalnya hanya seonggok 
 Seonggok dari setetes, bukan api, berupa tanah 
 Bumi itu tanah, mengalir air, tumbuh tanaman 
 Bumi itu alam, bumi itu nyawa 
 Beribu wajah, beda, tapi serupa 
 Dari tanah kembali ke tanah juaKita, 
 Serupa buta, serupa tuli, serupa bisu 
 Pembeda; iman dan takwa siapa yang berat 
 Memilih, Dunia atau akhirat? 
 Bahagia, kekal ataukah fana? 
 Akal menentukan 
 Itulah hidup yang meliku Nasib, rezeki, dan jodoh tertulis di lauh mahfuz 
 Alquran, hadits pelurus jalan 
 Allah tempat kembali 
 Surga neraka juga pilihan 
 Catatan amal terbungkus rapi dari si Rakib dan juga Atid 
 Kita menunggu jemputan Izrail 
 Mengharap laa ilaha ilallah muhamadarrasulullah dalam khusnul khotimah 
 Semarang, 28 Mei 2013 
  
 ",puisi
"Tubuh ini terasa rapuh 
 Saat jiwa mulai menggoncang Jiwa telah diselimuti oleh dosa Tak terbayangkan saat diri ini telah tiada 
 Akankah aku orang yang termasuk ke dalam jannah nyaselalu itu yang terpikirkan Hati mulai terhampar 
 Saat ku menjauh dariNya 
 Malah kenikmatan yang kutemui 
 Tersentak ku tersadar 
 Kenikmatan Nya sungguh tiada hentiCinta 
 Nya begitu besar 
 Cinta yang selam ini ku abaikan 
 Ya Allah 
 Hanya engkau selama ini ku cari 
 Maafkan ku 
 Yang telah meninggalkan 
 Mu 
  
 ",puisi
Pergi berlatih main bola \n Lari pemanasan satu putaran \n Niat hati ingin nonton bola \n Apalah daya emak lagi nonton uttaran \n ,pantun
"Apakah kamu merasakannya, tresna? 
 Hawa itu... hawa panas yang kembali... 
 Hawa panas para raksasa merah... 
 Menyebar ke setiap penjuru negeri... 
  
 Membangkitkan kembali rasa siaga... 
 Dan memunculkan kembali... sedikit rasa takut... 
 Mereka akan datang kembali kesini... 
 Yang berarti... 
  
 Mereka akan kembali membuat kerusakan... 
 Mereka memang... 
 Takkan pernah menyerah 'tuk memusnahkan kita... 
  
 Kuharap kamu merasakannya juga, tresna... 
 Sehingga kamu dapat mempersiapkan diri... 
 Bersama... 'tuk membela negeri ini.... 
  
 No Urut: 3922 
 Tanggal: 25/10/2016 1:24:13 
  
 ",puisi
Apa guna pergi mengaji \n kalau tidak pakai peci \n apa guna anda berjanji \n kalau tidak ditepati \n ,pantun
"Aku tak bisa setegar yang tampak 
 Meskipun aku mencoba 
 Tetap saja aku tak bisa 
 Luka ini 
 Sakit hati yang aku alami ini 
 Telah membuat setiap organ tubuhku membeku karnamu 
 Aku lelah 
 Dengan semua sikap 
 Dengan semua kejadian 
 Dengan semua kenyataan 
 Yang aku jalani bersamamu 
 Tapi aku tak bisa meninggalkanmu 
 Karna aku masih terlalu mencintaimu 
 Beri aku alasan 
 Beri aku kepastian 
 Bahwa kamu pantas aku perjuangkan 
  
 ",puisi
